date,temperature,time_start,box,channel,genet,tank,run,polyps,sum_body_size_mm,min_body_size_mm,mean_body_size_mm,max_body_size_mm,sum_body_mass_g,min_body_mass_g,mean_body_mass_g,max_body_mass_g
2/20/24,13.5,14:10:00,1,1,E,11,Corynactis,4,12.715000000000002,2.6350000000000002,3.1787500000000004,4.0600000000000005,1.7266864250000002,0.33009282500000003,0.43167160625000006,0.6045692
2/20/24,13.5,14:10:00,1,2,E,15,Corynactis,3,10.88,2.9899999999999998,3.626666666666667,4.4350000000000005,1.5598919500000001,0.39201369999999996,0.5199639833333334,0.6882748250000001
2/20/24,13.5,14:10:00,1,4,E,12,Corynactis,4,13.585,2.985,3.39625,3.9250000000000003,1.880780475,0.39111182499999997,0.47019511875,0.5756056250000001
2/20/24,13.5,14:10:00,2,1,E,14,Corynactis,3,8.515,2.465,2.8383333333333334,3.2750000000000004,1.100784075,0.30195782499999996,0.366928025,0.44482562500000006
2/20/24,13.5,14:10:00,2,2,E,12,Corynactis,5,14.614999999999998,1.3800000000000001,2.923,3.4799999999999995,1.9515634249999998,0.14553880000000002,0.39031268499999994,0.4845207999999999
2/20/24,13.5,14:10:00,2,3,E,15,Corynactis,4,12.55,2.9300000000000006,3.1375,3.5,1.67955055,0.38124730000000007,0.4198876375,0.48846999999999996
2/20/24,13.5,14:10:00,2,4,E,13,Corynactis,3,9.55,2.6350000000000002,3.1833333333333336,3.715,1.29253565,0.33009282500000003,0.4308452166666667,0.531782825
2/21/24,13.5,09:50:00,1,1,B,8,Corynactis,5,17.165000000000003,3.305,3.4330000000000003,3.5550000000000006,2.3773811250000003,0.450545425,0.4754762250000001,0.49940042500000015
2/21/24,13.5,09:50:00,1,2,B,10,Corynactis,4,17.515,2.8649999999999998,4.37875,6.3549999999999995,2.8450698749999996,0.36972182499999995,0.7112674687499999,1.191756425
2/21/24,13.5,09:50:00,1,4,B,6,Corynactis,5,20.865,3.62,4.173,5.04,3.167846075,0.5124508,0.633569215,0.8333992000000001
2/21/24,13.5,09:50:00,2,1,B,10,Corynactis,7,26.400000000000002,2.8949999999999996,3.7714285714285714,4.83,3.8671373,0.3750234249999999,0.5524481857142858,0.7816153
2/21/24,13.5,09:50:00,2,2,B,7,Corynactis,7,23.689999999999998,2.6550000000000002,3.3842857142857143,4.234999999999999,3.29699645,0.33346742500000004,0.4709994928571428,0.6430368249999998
2/21/24,13.5,09:50:00,2,3,B,9,Corynactis,3,10.105,3.075,3.3683333333333336,3.645,1.390931875,0.407475625,0.46364395833333333,0.5175084249999999
2/21/24,13.5,09:50:00,2,4,B,6,Corynactis,5,18.575,2.915,3.7150000000000003,4.32,2.678996225,0.378574825,0.535799245,0.6620968
2/21/24,13.5,15:00:00,1,1,C,1,Corynactis,6,29.135,3.73,4.855833333333334,6.2250000000000005,4.806641525,0.5348632999999999,0.8011069208333333,1.1537106250000002
2/21/24,13.5,15:00:00,1,2,B,13,Corynactis,3,15.939999999999998,5.125,5.313333333333333,5.569999999999999,2.7109413499999997,0.854785625,0.9036471166666665,0.9707592999999999
2/21/24,13.5,15:00:00,1,4,E,2,Corynactis,3,10.120000000000001,2.955,3.3733333333333335,4.175,1.4074627499999999,0.385718425,0.46915424999999994,0.6297306249999999
2/21/24,13.5,15:00:00,2,1,A,5,Corynactis,3,9.465,2.7300000000000004,3.1550000000000002,3.67,1.274474425,0.34624330000000003,0.42482480833333336,0.5225873
2/21/24,13.5,15:00:00,2,2,D,9,Corynactis,10,37.99,2.625,3.799,6.37,5.6904435499999995,0.328410625,0.569044355,1.1961833
2/21/24,13.5,15:00:00,2,3,B,8,Corynactis,8,30.430000000000003,3.3000000000000003,3.8037500000000004,4.63,4.42744005,0.44959000000000005,0.55343000625,0.7336912999999999
2/21/24,13.5,15:00:00,2,4,E,14,Corynactis,4,12.135,2.7150000000000003,3.03375,3.26,1.602456875,0.34367282500000007,0.40061421875,0.44197719999999996
